"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2004252105452785741","Thu Dec 25 23:41:06 +0000 2025","0","@HananyaNaftali Why did the Jewish Sanhedrin religious court sentence him to death in an illegal nighttime trial?","2004336633873834324","","HananyaNaftali","en","","0","0","0","https://x.com/undefined/status/2004336633873834324","1622407953335681025",
"2004235693287977390","Thu Dec 25 23:41:06 +0000 2025","0","@EliAfriatISR Fuck evil Israel and it's Jewish people","2004336633018286480","","EliAfriatISR","en","","0","0","0","https://x.com/undefined/status/2004336633018286480","2549492618",
"2004205495179956706","Thu Dec 25 23:41:06 +0000 2025","0","@T_Q_Gardner @WallStreetApes I expect you didn t notice the headwear on those Jewish boys","2004336630359097729","","T_Q_Gardner","en","","0","0","0","https://x.com/undefined/status/2004336630359097729","874003502854397952",
"2004156997021946193","Thu Dec 25 23:41:05 +0000 2025","0","@TheKennyDevine Fo you jewish crud","2004336628144525516","","TheKennyDevine","en","","0","0","0","https://x.com/undefined/status/2004336628144525516","1427000827923767299",
"2004280381219262888","Thu Dec 25 23:41:03 +0000 2025","0","@BGatesIsaPyscho He's doing exactly what his Talmud says. Our money is rightfully his bc he's Jewish. Our kids are just slaves to fight for his co-ethnics.","2004336621429330042","","BGatesIsaPyscho","en","","0","0","0","https://x.com/undefined/status/2004336621429330042","1891663579650326529",
"2004252105452785741","Thu Dec 25 23:41:03 +0000 2025","0","@HananyaNaftali Yes he was a Jewish Rabbi born in Bethlehem and the land was Palestine. Palestinians The Jews Arabs Christians are true Semites. Israhell is antisemite. He was betrayed by a Jew too !! First false flag by those in power.","2004336620926025778","","HananyaNaftali","en","","0","0","0","https://x.com/undefined/status/2004336620926025778","1683308387013111809",
"2004252105452785741","Thu Dec 25 23:40:59 +0000 2025","1","@HananyaNaftali Jesus was Jewish: born in Judea to Jewish parents circumcised under the Law teaching Torah and celebrating the feasts. He came to His own and died as King of the Jews (John 1:11).","2004336604585038302","","HananyaNaftali","en","","0","0","0","https://x.com/undefined/status/2004336604585038302","199104448",
"2004195586480980314","Thu Dec 25 23:40:59 +0000 2025","0","@SzczypkaTom @MichaelAArouet Why advertising is directed to them. Freud's nephew Bernays started the ad industry based on his Uncle's analysis of rich neurotic Jewish women in Vienna. HIS nephew started the pornstreaming Netflix employer of Steve Hilton's wife's Rachel Whetstone. https://t.co/94Kg1OOPzc","2004336600566898843","","SzczypkaTom","en","","0","0","0","https://x.com/undefined/status/2004336600566898843","1586370185434345475",
"2004336596641108257","Thu Dec 25 23:40:58 +0000 2025","0","True. Muhammad Islam Muslims didn't exist until a few hundred years after Jesus. Jesus of Nazareth was born a Jew and he remained Jewish his whole life. Muslims lie https://t.co/NizJvvs2d7","2004336596641108257","https://pbs.twimg.com/media/G9DVehLWYAAWIiu.jpg","","en","","0","0","0","https://x.com/undefined/status/2004336596641108257","1318094385431662593",
"2004326489626759211","Thu Dec 25 23:40:57 +0000 2025","0","@RyanMattaMedia all front runners are pro Jewish Supremacists so it does not matter Ohio is cooked","2004336592824291809","","RyanMattaMedia","en","","0","0","0","https://x.com/undefined/status/2004336592824291809","917813701859831808",
"2004289812761923796","Thu Dec 25 23:40:53 +0000 2025","0","@InfraHaz I schooled @InfraHaz that Historian Dr. Rex Curry was the 1st (&amp; only) person to read On The Jewish Question &amp; conclude Karl Marx did not know he was Jewish. Haz overlooked that big historic discovery (made by Dr. Curry). Haz cannot analyze OTJQ for whether Marx knew.","2004336579301847252","","InfraHaz","en","","0","0","0","https://x.com/undefined/status/2004336579301847252","1807793949081296896",
